学校,年份,专业,科类,选科,最低分,平均分,最低位次,批次,学校类别,学校层次,办学性质,双一流,211,985,隶属,城市,省份
长江大学,2024,农业资源与环境（含教育部卓越农林人才计划）,物理类,首选物理，再选化学,537,0,40118,本科批,综合类,本科,公办,,否,否,湖北省,荆州市,湖北
长江大学,2024,园艺（现代园艺）,物理类,首选物理，再选化学,535,0,41157,本科批,综合类,本科,公办,,否,否,湖北省,荆州市,湖北
长江大学,2024,植物生产类（含教育部卓越农林、省支柱产业人才计划）,物理类,首选物理，再选化学,531,0,43311,本科批,综合类,本科,公办,,否,否,湖北省,荆州市,湖北
长江大学,2024,地球化学（资源、环境）,物理类,首选物理，再选化学,522,0,48200,本科批,综合类,本科,公办,,否,否,湖北省,荆州市,湖北
长江大学,2024,土木类,物理类,首选物理，再选化学,513,0,53362,本科批,综合类,本科,公办,,否,否,湖北省,荆州市,湖北
长江大学,2024,土木工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,483,0,70227,本科批,综合类,本科,公办,,否,否,湖北省,荆州市,湖北
河北工业大学,2024,电气工程及其自动化,物理类,首选物理，再选化学,623,0,6943,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,计算机科学与技术,物理类,首选物理，再选化学,619,0,7882,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,电子信息工程,物理类,首选物理，再选化学,615,0,8874,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,人工智能,物理类,首选物理，再选化学,612,0,9660,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,智能制造工程,物理类,首选物理，再选化学,611,0,9926,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,机械设计制造及其自动化,物理类,首选物理，再选化学,610,0,10182,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,法学,物理类,首选物理，再选不限,606,0,11309,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,应用物理学,物理类,首选物理，再选化学,604,0,11888,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,生物医学工程,物理类,首选物理，再选化学,598,0,13723,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,会计学,物理类,首选物理，再选化学,595,0,14725,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,制药工程,物理类,首选物理，再选化学,593,0,15413,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,应用化学,物理类,首选物理，再选化学,592,0,15799,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,工程管理,物理类,首选物理，再选化学,585,0,18320,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,土木工程,物理类,首选物理，再选化学,580,0,20262,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,公共管理类,物理类,首选物理，再选不限,579,0,20676,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,机械设计制造及其自动化（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,578,0,21039,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,材料物理（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,573,0,23029,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,应用物理学（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,563,0,27386,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
河北工业大学,2024,环境工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,547,0,35073,本科批,理工类,本科,公办,双一流,是,否,河北省,天津市,天津
杭州电子科技大学,2024,计算机类,物理类,首选物理，再选化学,622,0,7167,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,网络工程,物理类,首选物理，再选化学,622,0,7167,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,电子信息类（电子信息学院）,物理类,首选物理，再选化学,617,0,8388,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,光电信息科学与工程,物理类,首选物理，再选化学,616,0,8623,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,电子信息类（通信学院）,物理类,首选物理，再选化学,613,0,9405,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,自动化,物理类,首选物理，再选化学,612,0,9660,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,测控技术与仪器,物理类,首选物理，再选化学,610,0,10182,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,智能制造工程,物理类,首选物理，再选化学,605,0,11578,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,机械设计制造及其自动化,物理类,首选物理，再选化学,604,0,11888,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,计算机科学与技术（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,598,0,13723,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,数学类,物理类,首选物理，再选化学,597,0,14043,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,车辆工程,物理类,首选物理，再选化学,593,0,15413,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,工业设计,物理类,首选物理，再选化学,587,0,17588,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,应用物理学,物理类,首选物理，再选化学,586,0,17944,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,预科班,物理类,首选物理，再选不限,578,0,21039,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,自动化（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,578,0,21039,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,经济学类,物理类,首选物理，再选不限,576,0,21845,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,英语,物理类,首选物理，再选不限,573,0,23029,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,传播学,物理类,首选物理，再选不限,572,0,23465,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
杭州电子科技大学,2024,金融学,物理类,首选物理，再选不限,564,0,26935,本科批,理工类,本科,公办,,否,否,浙江省,杭州市,浙江
天津工业大学,2024,计算机科学与技术,物理类,首选物理，再选化学,609,0,10464,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,电气工程及其自动化,物理类,首选物理，再选化学,608,0,10751,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,人工智能,物理类,首选物理，再选化学,603,0,12178,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,电子信息工程,物理类,首选物理，再选化学,600,0,13094,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,自动化,物理类,首选物理，再选化学,598,0,13723,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,网络空间安全,物理类,首选物理，再选化学,597,0,14043,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,机械工程,物理类,首选物理，再选化学,591,0,16151,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,机械电子工程,物理类,首选物理，再选化学,589,0,16864,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,智能制造工程,物理类,首选物理，再选化学,586,0,17944,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,数学类,物理类,首选物理，再选化学,584,0,18694,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,应用化学,物理类,首选物理，再选化学,582,0,19519,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,生物医学工程,物理类,首选物理，再选化学,577,0,21426,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,应用物理学,物理类,首选物理，再选化学,575,0,22254,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,材料科学与工程,物理类,首选物理，再选化学,574,0,22618,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,智能医学工程,物理类,首选物理，再选化学,574,0,22618,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,会计学,物理类,首选物理，再选不限,573,0,23029,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,化学工程与工艺,物理类,首选物理，再选化学,573,0,23029,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,轻化工程,物理类,首选物理，再选化学,571,0,23888,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,无机非金属材料工程,物理类,首选物理，再选化学,565,0,26509,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,化学生物学,物理类,首选物理，再选化学,564,0,26935,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
天津工业大学,2024,纺织工程,物理类,首选物理，再选化学,560,0,28781,本科批,综合类,本科,公办,双一流,否,否,天津市,天津市,天津
中国传媒大学,2024,数字媒体技术（智能交互与游戏技术方向）,物理类,首选物理，再选化学,638,0,4079,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,数字媒体技术,物理类,首选物理，再选化学,635,0,4625,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,人工智能,物理类,首选物理，再选化学,633,0,4970,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,网络空间安全,物理类,首选物理，再选化学,627,0,6098,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,广告学（计算广告双学士学位复合型人才培养项目）,物理类,首选物理，再选不限,624,0,6722,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,计算机科学与技术,物理类,首选物理，再选化学,623,0,6943,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,传播学,物理类,首选物理，再选不限,618,0,8140,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,数字经济,物理类,首选物理，再选不限,618,0,8140,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,智能科学与技术,物理类,首选物理，再选化学,617,0,8388,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,智能科学与技术（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,593,0,15413,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
中国传媒大学,2024,数字媒体技术（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,588,0,17238,本科批,综合类,本科,公办,双一流,是,否,教育部,北京市,北京
河南中医药大学,2024,中西医临床医学,物理类,首选物理，再选化学,578,0,21039,本科批,医药类,本科,公办,,否,否,河南省,郑州市,河南
河南中医药大学,2024,针灸推拿学,物理类,首选物理，再选化学,558,0,29726,本科批,医药类,本科,公办,,否,否,河南省,郑州市,河南
河南中医药大学,2024,外国语言文学类,物理类,首选物理，再选不限,509,0,55624,本科批,医药类,本科,公办,,否,否,河南省,郑州市,河南
鲁东大学,2024,计算机科学与技术,物理类,首选物理，再选化学,547,0,35073,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
鲁东大学,2024,车辆工程,物理类,首选物理，再选化学,532,0,42744,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
鲁东大学,2024,智能制造工程,物理类,首选物理，再选化学,525,0,46574,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
鲁东大学,2024,水产养殖学,物理类,首选物理，再选化学,511,0,54463,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
鲁东大学,2024,土木工程,物理类,首选物理，再选化学,508,0,56230,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
鲁东大学,2024,旅游管理,物理类,首选物理，再选不限,503,0,59024,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
鲁东大学,2024,环境工程（中美学分互认联合培养项目）,物理类,首选物理，再选化学,427,0,97452,本科批,综合类,本科,公办,,否,否,山东省,烟台市,山东
重庆交通大学,2024,计算机科学与技术（地方专项）,物理类,首选物理，再选化学,579,0,20676,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,电气工程及其自动化（地方专项）,物理类,首选物理，再选化学,578,0,21039,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,电子信息类（地方专项）,物理类,首选物理，再选化学,578,0,21039,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,计算机科学与技术,物理类,首选物理，再选化学,573,0,23029,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,电气工程及其自动化,物理类,首选物理，再选化学,573,0,23029,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,数据科学与大数据技术（地方专项）,物理类,首选物理，再选化学,572,0,23465,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,人工智能（地方专项）,物理类,首选物理，再选化学,572,0,23465,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,数据科学与大数据技术,物理类,首选物理，再选化学,571,0,23888,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,人工智能,物理类,首选物理，再选化学,571,0,23888,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,电子信息类,物理类,首选物理，再选化学,570,0,24357,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,交通管理,物理类,首选物理，再选不限,566,0,26084,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,机械类（地方专项）,物理类,首选物理，再选化学,565,0,26509,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,交通运输类（地方专项）,物理类,首选物理，再选化学,562,0,27831,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,智能制造工程（地方专项）,物理类,首选物理，再选化学,561,0,28281,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,物流管理（双学位）,物理类,首选物理，再选不限,560,0,28781,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,智能制造工程,物理类,首选物理，再选化学,560,0,28781,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,智慧交通（地方专项）,物理类,首选物理，再选化学,557,0,30207,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,飞行器动力工程（地方专项）,物理类,首选物理，再选化学,555,0,31150,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,交通运输类,物理类,首选物理，再选化学,555,0,31150,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,飞行器制造工程（地方专项）,物理类,首选物理，再选化学,554,0,31619,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,智慧交通,物理类,首选物理，再选化学,554,0,31619,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,经济学（地方专项）,物理类,首选物理，再选不限,553,0,32101,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,应用统计学（地方专项）,物理类,首选物理，再选化学,553,0,32101,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,安全工程（地方专项）,物理类,首选物理，再选化学,553,0,32101,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,物流管理（双学位）（地方专项）,物理类,首选物理，再选不限,552,0,32617,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,水利类（地方专项）,物理类,首选物理，再选化学,552,0,32617,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,应用统计学,物理类,首选物理，再选化学,551,0,33093,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,飞行器动力工程,物理类,首选物理，再选化学,551,0,33093,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,数学类,物理类,首选物理，再选化学,551,0,33093,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,环境科学与工程（地方专项）,物理类,首选物理，再选化学,551,0,33093,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,经济学,物理类,首选物理，再选不限,549,0,34042,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,机械类,物理类,首选物理，再选化学,549,0,34042,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,物流管理（地方专项）,物理类,首选物理，再选不限,548,0,34528,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,飞行器制造工程,物理类,首选物理，再选化学,548,0,34528,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,智能建造（地方专项）,物理类,首选物理，再选化学,548,0,34528,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,工程力学（地方专项）,物理类,首选物理，再选化学,547,0,35073,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,土木工程（双学位）,物理类,首选物理，再选化学,547,0,35073,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,工商管理类（地方专项）,物理类,首选物理，再选不限,547,0,35073,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,材料类（地方专项）,物理类,首选物理，再选化学,547,0,35073,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,飞行器设计与工程,物理类,首选物理，再选化学,547,0,35073,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,工程力学,物理类,首选物理，再选化学,546,0,35590,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,土木工程（双学位）（地方专项）,物理类,首选物理，再选化学,546,0,35590,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,应用化学,物理类,首选物理，再选化学,546,0,35590,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,知识产权,物理类,首选物理，再选不限,546,0,35590,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,给排水科学与工程,物理类,首选物理，再选化学,546,0,35590,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,给排水科学与工程（地方专项）,物理类,首选物理，再选化学,546,0,35590,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,地质工程（地方专项）,物理类,首选物理，再选化学,545,0,36092,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,安全工程,物理类,首选物理，再选化学,544,0,36594,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,船舶与海洋工程（地方专项）,物理类,首选物理，再选化学,544,0,36594,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,工商管理类,物理类,首选物理，再选不限,542,0,37610,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,建筑类（地方专项）,物理类,首选物理，再选不限,542,0,37610,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,智能建造,物理类,首选物理，再选化学,542,0,37610,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,物流管理,物理类,首选物理，再选不限,541,0,38068,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,环境科学与工程,物理类,首选物理，再选化学,540,0,38580,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,新闻传播学类（地方专项）,物理类,首选物理，再选不限,539,0,39077,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,水利类,物理类,首选物理，再选化学,538,0,39605,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,地理空间信息工程,物理类,首选物理，再选化学,538,0,39605,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,新闻传播学类,物理类,首选物理，再选不限,537,0,40118,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,管理科学与工程类（地方专项）,物理类,首选物理，再选不限,536,0,40667,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,船舶与海洋工程,物理类,首选物理，再选化学,536,0,40667,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,外国语言文学类（地方专项）,物理类,首选物理，再选不限,534,0,41686,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,建筑类,物理类,首选物理，再选不限,534,0,41686,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,材料类,物理类,首选物理，再选化学,534,0,41686,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,测绘工程,物理类,首选物理，再选化学,533,0,42243,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,地质工程,物理类,首选物理，再选化学,533,0,42243,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,管理科学与工程类,物理类,首选物理，再选不限,533,0,42243,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,机械设计制造及其自动化（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,532,0,42744,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,旅游管理（地方专项）,物理类,首选物理，再选不限,531,0,43311,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,外国语言文学类,物理类,首选物理，再选不限,527,0,45443,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,旅游管理,物理类,首选物理，再选不限,526,0,46014,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,土木工程（地方专项）,物理类,首选物理，再选化学,525,0,46574,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆交通大学,2024,土木工程,物理类,首选物理，再选化学,516,0,51692,本科批,理工类,本科,公办,,否,否,重庆市,重庆市,重庆
福州大学,2024,电子信息类,物理类,首选物理，再选化学,617,0,8388,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,数学类,物理类,首选物理，再选化学,609,0,10464,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,化学工程与工艺,物理类,首选物理，再选化学,602,0,12476,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,生物医学工程,物理类,首选物理，再选化学,601,0,12784,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,材料科学与工程,物理类,首选物理，再选化学,593,0,15413,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,土木工程,物理类,首选物理，再选化学,591,0,16151,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,环境工程,物理类,首选物理，再选化学,587,0,17588,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
福州大学,2024,风景园林,物理类,首选物理，再选不限,585,0,18320,本科批,理工类,本科,公办,双一流,是,否,福建省,福州市,福建
华南师范大学,2024,化学（师范）,物理类,首选物理，再选化学,619,0,7882,本科批,师范类,本科,公办,双一流,是,否,广东省,广州市,广东
华南师范大学,2024,生物工程,物理类,首选物理，再选化学,598,0,13723,本科批,师范类,本科,公办,双一流,是,否,广东省,广州市,广东
华南师范大学,2024,材料化学,物理类,首选物理，再选化学,590,0,16513,本科批,师范类,本科,公办,双一流,是,否,广东省,广州市,广东
华南师范大学,2024,物流管理,物理类,首选物理，再选不限,590,0,16513,本科批,师范类,本科,公办,双一流,是,否,广东省,广州市,广东
华南师范大学,2024,环境科学,物理类,首选物理，再选化学,584,0,18694,本科批,师范类,本科,公办,双一流,是,否,广东省,广州市,广东
信阳师范大学,2024,道路桥梁与渡河工程,物理类,首选物理，再选化学,489,0,66929,本科批,师范类,本科,公办,,否,否,河南省,信阳市,河南
重庆师范大学,2024,英语（非西藏生定藏就业）,物理类,首选物理，再选不限,580,0,20262,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,特殊教育（非西藏生定藏就业）,物理类,首选物理，再选不限,575,0,22254,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,物理学（非西藏生定藏就业）,物理类,首选物理，再选化学,575,0,22254,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,数学与应用数学,物理类,首选物理，再选化学,575,0,22254,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,数学与应用数学（地方专项）,物理类,首选物理，再选化学,575,0,22254,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,思想政治教育,物理类,首选物理，再选思想政治,574,0,22618,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,英语（地方专项）,物理类,首选物理，再选不限,570,0,24357,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,英语,物理类,首选物理，再选不限,568,0,25204,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,物理学（地方专项）,物理类,首选物理，再选化学,566,0,26084,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,化学（地方专项）,物理类,首选物理，再选化学,564,0,26935,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,物理学,物理类,首选物理，再选化学,564,0,26935,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,生物科学,物理类,首选物理，再选化学,563,0,27386,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,历史学,物理类,首选物理，再选不限,563,0,27386,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,生物科学（地方专项）,物理类,首选物理，再选化学,560,0,28781,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
重庆师范大学,2024,化学,物理类,首选物理，再选化学,560,0,28781,本科批,师范类,本科,公办,,否,否,重庆市,重庆市,重庆
