学校,年份,专业,科类,选科,最低分,平均分,最低位次,批次,学校类别,学校层次,办学性质,双一流,211,985,隶属,城市,省份
厦门大学,2024,会计学（含会计、财务、审计）,物理类,首选物理，再选不限,657,0,1747,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,化学类,物理类,首选物理，再选化学,657,0,1747,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,电子信息类,物理类,首选物理，再选化学,655,0,1941,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,数学类,物理类,首选物理，再选化学,653,0,2150,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,计算机类,物理类,首选物理，再选化学,653,0,2150,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,工科试验班（航空航天）,物理类,首选物理，再选化学,652,0,2258,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,物理学类,物理类,首选物理，再选化学,651,0,2365,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,工科试验班（化工与材料类）,物理类,首选物理，再选化学,650,0,2482,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,理科试验班（生命科学与药学类）,物理类,首选物理，再选化学,648,0,2723,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,经济学类,物理类,首选物理，再选不限,647,0,2845,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,理科试验班（应用医学类）,物理类,首选物理，再选化学,643,0,3373,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,公共管理类,物理类,首选物理，再选思想政治,639,0,3941,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,预科班,物理类,首选物理，再选不限,638,0,4079,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,计算机科学与技术（厦门大学马来西亚分校招生专业）,物理类,首选物理，再选化学,614,0,9143,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,数据科学与大数据技术（厦门大学马来西亚分校招生专业）,物理类,首选物理，再选化学,614,0,9143,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,软件工程（厦门大学马来西亚分校招生专业）,物理类,首选物理，再选化学,613,0,9405,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,电子信息工程（厦门大学马来西亚分校招生专业）,物理类,首选物理，再选化学,610,0,10182,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
厦门大学,2024,网络空间安全（厦门大学马来西亚分校招生专业）,物理类,首选物理，再选化学,607,0,11037,本科批,综合类,本科,公办,双一流,是,是,教育部,厦门市,福建
四川大学,2024,口腔医学（八年制）,物理类,首选物理，再选化学,685,0,199,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,临床医学（八年制）,物理类,首选物理，再选化学,679,0,376,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,口腔医学（5+3一体化）,物理类,首选物理，再选化学,674,0,560,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,口腔医学（五年制）,物理类,首选物理，再选化学,667,0,956,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,临床医学（五年制）,物理类,首选物理，再选化学,657,0,1747,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,数学类（含双学士学位）,物理类,首选物理，再选化学,653,0,2150,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,计算机类（含双学士学位）,物理类,首选物理，再选化学,650,0,2482,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,网络空间安全（含双学士学位）,物理类,首选物理，再选化学,649,0,2591,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,电子信息类,物理类,首选物理，再选化学,648,0,2723,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,电气类,物理类,首选物理，再选化学,646,0,2970,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,工科试验班（智能制造）,物理类,首选物理，再选化学,644,0,3219,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,生物医学工程类,物理类,首选物理，再选化学,643,0,3373,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,物理学类,物理类,首选物理，再选化学,642,0,3507,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,航空航天类,物理类,首选物理，再选化学,642,0,3507,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,法学,物理类,首选物理，再选不限,641,0,3654,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,高分子材料与工程,物理类,首选物理，再选化学,639,0,3941,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,经济学类,物理类,首选物理，再选不限,639,0,3941,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,生物科学类（含双学士学位）,物理类,首选物理，再选化学,637,0,4248,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,计算机科学与技术（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,633,0,4970,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,材料类（新能源与纳米材料）,物理类,首选物理，再选化学,633,0,4970,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,工科试验班（绿色能源与智慧建造）,物理类,首选物理，再选化学,633,0,4970,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,金融学类,物理类,首选物理，再选不限,632,0,5160,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,医学技术类（含双学士学位）,物理类,首选物理，再选化学,631,0,5332,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,电子信息工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,630,0,5525,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,工商管理类,物理类,首选物理，再选不限,630,0,5525,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,工科试验班（先进化工与高端装备类）,物理类,首选物理，再选化学,630,0,5525,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,药学类,物理类,首选物理，再选化学,630,0,5525,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,人文科学试验班（中文与新闻传播）,物理类,首选物理，再选不限,629,0,5711,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,化学类,物理类,首选物理，再选化学,628,0,5910,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,医学试验班（医学基础与法医学）,物理类,首选物理，再选化学,626,0,6277,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,预科班,物理类,首选物理，再选不限,624,0,6722,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,公共卫生与预防医学类,物理类,首选物理，再选化学,624,0,6722,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,国际政治,物理类,首选物理，再选思想政治,623,0,6943,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,机械设计制造及其自动化（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,622,0,7167,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,电气工程及其自动化（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,621,0,7389,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,材料科学与工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,620,0,7635,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
四川大学,2024,工业工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选不限,610,0,10182,本科批,综合类,本科,公办,双一流,是,是,教育部,成都市,四川
武汉大学,2024,口腔医学（8年）,物理类,首选物理，再选化学,679,0,376,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,临床医学（8年）,物理类,首选物理，再选化学,676,0,481,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,计算机科学与技术（弘毅班）,物理类,首选物理，再选化学,674,0,560,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,口腔医学（5+3一体化）,物理类,首选物理，再选化学,672,0,671,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,遥感科学与技术,物理类,首选物理，再选化学,670,0,761,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,金融学类（弘毅学堂）,物理类,首选物理，再选不限,670,0,761,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,理科试验班（弘毅学堂）,物理类,首选物理，再选化学,670,0,761,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,网络空间安全（拔尖试验班）,物理类,首选物理，再选化学,669,0,820,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,计算机类（计算机学院）,物理类,首选物理，再选化学,668,0,883,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,法学,物理类,首选物理，再选不限,667,0,956,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,经济学（数智经济与管理试验班）,物理类,首选物理，再选不限,667,0,956,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,导航工程（智能导航试验班）,物理类,首选物理，再选化学,666,0,1020,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,临床医学（5+3一体化）,物理类,首选物理，再选化学,666,0,1020,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,电子信息类,物理类,首选物理，再选化学,665,0,1091,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,工科试验班（智慧能源与智能制造类）,物理类,首选物理，再选化学,664,0,1162,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,物理学类（含物理学国家拔尖学生培养基地）,物理类,首选物理，再选化学,663,0,1233,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,工科试验班（电气类）,物理类,首选物理，再选化学,663,0,1233,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,工科试验班（碳中和试验班）,物理类,首选物理，再选化学,660,0,1489,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,环境工程（卓越国际试验班）,物理类,首选物理，再选化学,657,0,1747,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,工科试验班（数智土木类试验班）,物理类,首选物理，再选化学,655,0,1941,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,工科试验班（水利类）（民族班）,物理类,首选物理，再选化学,646,0,2970,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
武汉大学,2024,工科试验班（土木类）（民族班）,物理类,首选物理，再选化学,638,0,4079,本科批,综合类,本科,公办,双一流,是,是,教育部,武汉市,湖北
中山大学,2024,临床医学（八年制）,物理类,首选物理，再选化学,680,0,345,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,口腔医学,物理类,首选物理，再选化学,664,0,1162,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,计算机类（广州）,物理类,首选物理，再选化学,664,0,1162,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,人工智能,物理类,首选物理，再选化学,661,0,1401,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,软件工程,物理类,首选物理，再选化学,660,0,1489,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,电子信息科学与技术,物理类,首选物理，再选化学,659,0,1572,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,微电子科学与工程（深圳）,物理类,首选物理，再选化学,659,0,1572,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,数学类（广州）,物理类,首选物理，再选化学,658,0,1664,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,网络空间安全,物理类,首选物理，再选化学,658,0,1664,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,物理学（深圳）,物理类,首选物理，再选化学,657,0,1747,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,临床医学（深圳）,物理类,首选物理，再选化学,655,0,1941,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,航空航天类,物理类,首选物理，再选化学,655,0,1941,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,生物科学类,物理类,首选物理，再选化学,654,0,2031,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,化学类,物理类,首选物理，再选化学,652,0,2258,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,经济学类（珠海）,物理类,首选物理，再选不限,648,0,2723,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,工商管理类（广州）,物理类,首选物理，再选不限,647,0,2845,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,化学工程与工艺（民族班）,物理类,首选物理，再选化学,620,0,7635,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
中山大学,2024,地质学类（民族班）,物理类,首选物理，再选化学,608,0,10751,本科批,综合类,本科,公办,双一流,是,是,教育部,广州市,广东
清华大学,2024,临床医学类,物理类,首选物理，再选化学,699,0,161,本科批,综合类,本科,公办,双一流,是,是,教育部,北京市,北京
清华大学,2024,理科试验班类（物理基础类）,物理类,首选物理，再选不限,699,0,161,本科批,综合类,本科,公办,双一流,是,是,教育部,北京市,北京
中南大学,2024,临床医学（八年制）,物理类,首选物理，再选化学、生物(2科必选),676,0,481,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,口腔医学（5+3一体化）,物理类,首选物理，再选化学、生物(2科必选),666,0,1020,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,计算机类,物理类,首选物理，再选化学,653,0,2150,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,软件工程,物理类,首选物理，再选化学,652,0,2258,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,临床医学类（临床及口腔五年制医学类）,物理类,首选物理，再选化学、生物(2科必选),652,0,2258,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,电子信息类,物理类,首选物理，再选化学,649,0,2591,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,自动化类（自动化与电气类）,物理类,首选物理，再选化学,647,0,2845,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,数学类,物理类,首选物理，再选化学,645,0,3100,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,航空航天类,物理类,首选物理，再选化学,645,0,3100,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,机械类,物理类,首选物理，再选化学,641,0,3654,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,能源动力类（能源类）,物理类,首选物理，再选化学,639,0,3941,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,交通运输类,物理类,首选物理，再选化学,634,0,4805,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,计算机科学与技术（中外合作办学）（中南大学邓迪国际学院）（中外合作办学）,物理类,首选物理，再选化学,630,0,5525,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,化工与制药类（化学生物环境类）,物理类,首选物理，再选化学,629,0,5711,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,金融学类（经济管理类）,物理类,首选物理，再选不限,628,0,5910,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,材料类（冶金材料类）,物理类,首选物理，再选化学,627,0,6098,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,建筑类（建筑城规类）,物理类,首选物理，再选化学,624,0,6722,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,数学与应用数学（中外合作办学）（中南大学邓迪国际学院）（中外合作办学）,物理类,首选物理，再选化学,622,0,7167,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,机械设计制造及其自动化（中外合作办学）（中南大学邓迪国际学院）（中外合作办学）,物理类,首选物理，再选化学,618,0,8140,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,土木类（土木安全类）,物理类,首选物理，再选化学,618,0,8140,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,预科班（应用化学）,物理类,首选物理，再选不限,615,0,8874,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,交通设备与控制工程（中外合作办学）（中南大学邓迪国际学院）（中外合作办学）,物理类,首选物理，再选化学,608,0,10751,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
中南大学,2024,预科班（交通运输）,物理类,首选物理，再选不限,608,0,10751,本科批,综合类,本科,公办,双一流,是,是,教育部,长沙市,湖南
南京大学,2024,理科试验班（匡亚明学院大理科班）,物理类,首选物理，再选化学,682,0,280,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,人工智能,物理类,首选物理，再选化学,682,0,280,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,计算机科学与技术,物理类,首选物理，再选化学,681,0,310,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,电子信息类,物理类,首选物理，再选化学,681,0,310,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,软件工程（国家特色化软件学院实验班）,物理类,首选物理，再选化学,679,0,376,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,理科试验班类（数理科学类）,物理类,首选物理，再选化学,678,0,409,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,金融工程（计算机金融实验班）,物理类,首选物理，再选不限,678,0,409,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,技术科学试验班,物理类,首选物理，再选化学,678,0,409,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,经济管理试验班（数智经济与管理）,物理类,首选物理，再选不限,677,0,447,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,工科试验班,物理类,首选物理，再选化学,677,0,447,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
南京大学,2024,大气科学（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,644,0,3219,本科批,综合类,本科,公办,双一流,是,是,教育部,南京市,江苏
西南大学,2024,计算机科学与技术,物理类,首选物理，再选化学,624,0,6722,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,教育学（晏阳初创新实验班）,物理类,首选物理，再选不限,616,0,8623,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,电子信息类,物理类,首选物理，再选化学,614,0,9143,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,软件工程,物理类,首选物理，再选化学,613,0,9405,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,电气工程及其自动化,物理类,首选物理，再选化学,613,0,9405,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,网络工程,物理类,首选物理，再选化学,612,0,9660,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,应用心理学,物理类,首选物理，再选不限,611,0,9926,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,数学类,物理类,首选物理，再选化学,611,0,9926,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,英语,物理类,首选物理，再选不限,610,0,10182,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,思想政治教育,物理类,首选物理，再选思想政治,609,0,10464,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,信息安全,物理类,首选物理，再选化学,609,0,10464,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,智能科学与技术,物理类,首选物理，再选化学,609,0,10464,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,人工智能,物理类,首选物理，再选化学,609,0,10464,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,物理学,物理类,首选物理，再选化学,606,0,11309,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,生物科学（拔尖创新班）,物理类,首选物理，再选化学、生物(2科必选),606,0,11309,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,法学,物理类,首选物理，再选不限,606,0,11309,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,机械类,物理类,首选物理，再选化学,604,0,11888,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,量子信息科学,物理类,首选物理，再选化学,604,0,11888,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,农业机械化及其自动化,物理类,首选物理，再选化学,603,0,12178,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,心理学（非西藏生定藏就业）,物理类,首选物理，再选不限,602,0,12476,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,生物科学,物理类,首选物理，再选化学、生物(2科必选),600,0,13094,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,英语（非西藏生定藏就业）,物理类,首选物理，再选不限,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,药学,物理类,首选物理，再选化学,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,俄语,物理类,首选物理，再选不限,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,经济学类,物理类,首选物理，再选不限,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,地理科学类,物理类,首选物理，再选地理,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,化学类,物理类,首选物理，再选化学,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,预科班,物理类,首选物理，再选不限,596,0,14392,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,生物技术,物理类,首选物理，再选化学,594,0,15067,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,化学（非西藏生定藏就业）,物理类,首选物理，再选化学,594,0,15067,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,新闻学,物理类,首选物理，再选不限,593,0,15413,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,制药工程,物理类,首选物理，再选化学,592,0,15799,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,农林经济管理,物理类,首选物理，再选不限,591,0,16151,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,计算机科学与技术（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,590,0,16513,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,工商管理类,物理类,首选物理，再选不限,588,0,17238,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,材料类,物理类,首选物理，再选化学,588,0,17238,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,电子信息工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,587,0,17588,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,食品科学与工程类,物理类,首选物理，再选化学,587,0,17588,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,生物质科学与工程,物理类,首选物理，再选化学,586,0,17944,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,哲学,物理类,首选物理，再选不限,584,0,18694,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,德语,物理类,首选物理，再选不限,584,0,18694,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,环境科学与工程,物理类,首选物理，再选化学,583,0,19109,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,学前教育（非西藏生定藏就业）,物理类,首选物理，再选不限,583,0,19109,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,智慧农业,物理类,首选物理，再选化学,583,0,19109,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,软件工程（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,582,0,19519,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,包装工程,物理类,首选物理，再选化学,582,0,19519,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,公共管理类,物理类,首选物理，再选不限,582,0,19519,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,土木工程,物理类,首选物理，再选化学,581,0,19881,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,蚕学（双学士学位）,物理类,首选物理，再选化学,581,0,19881,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,管理科学与工程类,物理类,首选物理，再选不限,581,0,19881,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,自动化（中外合作办学）（中外合作办学）,物理类,首选物理，再选化学,580,0,20262,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,生物育种科学,物理类,首选物理，再选化学,580,0,20262,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,动物医学类（五年制）,物理类,首选物理，再选化学,579,0,20676,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,茶学,物理类,首选物理，再选化学,578,0,21039,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
西南大学,2024,动物医学类,物理类,首选物理，再选化学,577,0,21426,本科批,综合类,本科,公办,双一流,是,否,教育部,重庆市,重庆
